source,isbn,title,author,listing_price,shipping_price,total_price,currency,condition,rating,review_count,url,scrape_time_utc
abebooks,9780448024561,,"Billie Little, Penny L. Thorup",19.95,,19.95,USD,,,,,2025-12-15T21:47:09.530044+00:00
abebooks,9780448024561,,Billie Little,21.0,,21.0,USD,,,,,2025-12-15T21:47:09.530044+00:00
abebooks,9781443457118,,"Brennan-Jobs, Lisa",37.56,,37.56,USD,,,,,2025-12-15T21:47:13.997953+00:00
abebooks,9781443457118,,"Brennan-Jobs, Lisa",36.15,,36.15,USD,,,,,2025-12-15T21:47:13.997953+00:00
abebooks,9781443457118,,"Brennan-Jobs, Lisa",40.2,,40.2,USD,,,,,2025-12-15T21:47:13.997953+00:00
abebooks,9780192828361,,"Dostoevsky, Fyodor, Freeborn, Richard",11.67,,11.67,USD,,,,,2025-12-15T21:47:22.198595+00:00
abebooks,9780192828361,,"Dostoevsky, F. M.",25.65,,25.65,USD,,,,,2025-12-15T21:47:22.198595+00:00
abebooks,9780192828361,,"Dostoevsky, Fyodor",101.11,,101.11,USD,,,,,2025-12-15T21:47:22.198595+00:00
abebooks,9789389432459,,Kenneth Grahame,13.85,,13.85,USD,,,,,2025-12-15T21:47:24.710175+00:00
abebooks,9789389432459,,"Grahame, Kenneth",9.87,,9.87,USD,,,,,2025-12-15T21:47:24.710175+00:00
abebooks,9789389432459,,Kenneth Grahame,2.93,,2.93,USD,,,,,2025-12-15T21:47:24.710175+00:00
abebooks,9789389432459,,Kenneth Grahame,18.93,,18.93,USD,,,,,2025-12-15T21:47:24.710175+00:00
abebooks,9789389432459,,Kenneth Grahame,18.81,,18.81,USD,,,,,2025-12-15T21:47:24.710175+00:00
abebooks,9781585103096,,"Shakespeare, William ; Muggli, Mark Z. (EDT)",12.04,,12.04,USD,,,,,2025-12-15T21:47:28.376235+00:00
abebooks,9781585103096,,"Shakespeare, William ; Muggli, Mark Z. (EDT)",13.18,,13.18,USD,,,,,2025-12-15T21:47:28.376235+00:00
abebooks,9781585103096,,William Shakespeare,15.83,,15.83,USD,,,,,2025-12-15T21:47:28.376235+00:00
abebooks,9781585103096,,William Shakespeare,18.23,,18.23,USD,,,,,2025-12-15T21:47:28.376235+00:00
abebooks,9781585103096,,William Shakespeare,14.94,,14.94,USD,,,,,2025-12-15T21:47:28.376235+00:00
abebooks,9781585103096,,William Shakespeare,15.5,,15.5,USD,,,,,2025-12-15T21:47:28.376235+00:00
abebooks,9781585103096,,Shakespeare William,21.44,,21.44,USD,,,,,2025-12-15T21:47:28.376235+00:00
abebooks,9781585103096,,William Shakespeare,21.24,,21.24,USD,,,,,2025-12-15T21:47:28.376235+00:00
abebooks,9781585103096,,"Shakespeare, William ; Muggli, Mark Z. (EDT)",13.89,,13.89,USD,,,,,2025-12-15T21:47:28.376235+00:00
abebooks,9781585103096,,William Shakespeare,18.07,,18.07,USD,,,,,2025-12-15T21:47:28.376235+00:00
abebooks,9781585103096,,"Shakespeare, William ; Muggli, Mark Z. (EDT)",16.34,,16.34,USD,,,,,2025-12-15T21:47:28.376235+00:00
abebooks,9781585103096,,William Shakespeare,28.94,,28.94,USD,,,,,2025-12-15T21:47:28.376235+00:00
abebooks,9781585103096,,"Shakespeare, William",19.93,,19.93,USD,,,,,2025-12-15T21:47:28.376235+00:00
abebooks,9781585103096,,William Shakespeare,22.81,,22.81,USD,,,,,2025-12-15T21:47:28.376235+00:00
abebooks,9781585103096,,William Shakespeare,13.9,,13.9,USD,,,,,2025-12-15T21:47:28.376235+00:00
abebooks,9781782640448,,"Lawhead, Stephen R",17.49,,17.49,USD,,,,,2025-12-15T21:47:35.525690+00:00
abebooks,9781782640448,,Stephen R. Lawhead,21.48,,21.48,USD,,,,,2025-12-15T21:47:35.525690+00:00
abebooks,9781782640448,,Stephen R Lawhead,43.26,,43.26,USD,,,,,2025-12-15T21:47:35.525690+00:00
abebooks,9783842410466,,"Pr Vost, Abb ; Prevost, Abbe",24.1,,24.1,USD,,,,,2025-12-15T21:47:36.787051+00:00
abebooks,9783842410466,,"Abbï¿½ Prï¿½vost, bearbeitet von Carl Fischer",18.83,,18.83,USD,,,,,2025-12-15T21:47:36.787051+00:00
abebooks,9783842410466,,Abbé Prévost,15.6,,15.6,USD,,,,,2025-12-15T21:47:36.787051+00:00
abebooks,9783842410466,,Abbé Prévost,15.6,,15.6,USD,,,,,2025-12-15T21:47:36.787051+00:00
abebooks,9783842410466,,"Pr Vost, Abb ; Prevost, Abbe",25.25,,25.25,USD,,,,,2025-12-15T21:47:36.787051+00:00
abebooks,9783842410466,,"Pr Vost, Abb ; Prevost, Abbe",23.74,,23.74,USD,,,,,2025-12-15T21:47:36.787051+00:00
abebooks,9783842410466,,Abbé Prévost,15.6,,15.6,USD,,,,,2025-12-15T21:47:36.787051+00:00
abebooks,9781854371287,,-,9.7,,9.7,USD,,,,,2025-12-15T21:47:42.065771+00:00
abebooks,9781854371287,,"Biggs, Lewis ; McGonagle, Declan ; Bann, Stephen",9.64,,9.64,USD,,,,,2025-12-15T21:47:42.065771+00:00
abebooks,9781854371287,,"Biggs, Lewis ; McGonagle, Declan ; Bann, Stephen",13.77,,13.77,USD,,,,,2025-12-15T21:47:42.065771+00:00
abebooks,9781854371287,,-,26.24,,26.24,USD,,,,,2025-12-15T21:47:42.065771+00:00
abebooks,9781854371287,,"Gormley, Antony and Lewis Biggs, Declan McGonagle, Stephen Bann",35.0,,35.0,USD,,,,,2025-12-15T21:47:42.065771+00:00
abebooks,9781854371287,,"Gormley, Antony",22.95,,22.95,USD,,,,,2025-12-15T21:47:42.065771+00:00
abebooks,9781854371287,,"GORMLEY, Antony, Lewis Biggs, Declan McGonagle, and Stephen Bann",35.0,,35.0,USD,,,,,2025-12-15T21:47:42.065771+00:00
abebooks,9781854371287,,"Biggs, Lewis ; McGonagle, Declan ; Bann, Stephen",49.5,,49.5,USD,,,,,2025-12-15T21:47:42.065771+00:00
abebooks,9781854371287,,Sune Nordgren ; Lewis Biggs & Declan McGonagle (preface),13.3,,13.3,USD,,,,,2025-12-15T21:47:42.065771+00:00
abebooks,9781854371287,,"Biggs, Lewis ; McGonagle, Declan ; Bann, Stephen",12.39,,12.39,USD,,,,,2025-12-15T21:47:42.065771+00:00
abebooks,9781556652479,,"Revised Psalms Rev. Daniel E. Pilarczyk,",4.4,,4.4,USD,,,,,2025-12-15T21:47:46.755165+00:00
abebooks,9781556652479,,"Revised Psalms Rev. Daniel E. Pilarczyk,",4.4,,4.4,USD,,,,,2025-12-15T21:47:46.755165+00:00
abebooks,9781556652479,,"Revised Psalms Rev. Daniel E. Pilarczyk,",4.42,,4.42,USD,,,,,2025-12-15T21:47:46.755165+00:00
abebooks,9781556652479,,"Revised Psalms Rev. Daniel E. Pilarczyk,",5.99,,5.99,USD,,,,,2025-12-15T21:47:46.755165+00:00
abebooks,9781556652479,,"Revised Psalms Rev. Daniel E. Pilarczyk,",2.5,,2.5,USD,,,,,2025-12-15T21:47:46.755165+00:00
abebooks,9781556652479,,Revised Psalms Rev. Daniel E. Pilarczyk,6.48,,6.48,USD,,,,,2025-12-15T21:47:46.755165+00:00
abebooks,9781556652479,,Revised Psalms Rev. Daniel E. Pilarczyk,6.48,,6.48,USD,,,,,2025-12-15T21:47:46.755165+00:00
abebooks,9781556652479,,"Revised Psalms Rev. Daniel E. Pilarczyk,",2.92,,2.92,USD,,,,,2025-12-15T21:47:46.755165+00:00
abebooks,9781556652479,,"Revised Psalms Rev. Daniel E. Pilarczyk,",2.92,,2.92,USD,,,,,2025-12-15T21:47:46.755165+00:00
abebooks,9781556652479,,"Revised Psalms Rev. Daniel E. Pilarczyk,",7.52,,7.52,USD,,,,,2025-12-15T21:47:46.755165+00:00
abebooks,9781556652479,,"Revised Psalms Rev. Daniel E. Pilarczyk,",5.5,,5.5,USD,,,,,2025-12-15T21:47:46.755165+00:00
abebooks,9781556652479,,"Revised Psalms Rev. Daniel E. Pilarczyk,",95.98,,95.98,USD,,,,,2025-12-15T21:47:46.755165+00:00
abebooks,9781983422942,,"Chesterton, G. K.",9.76,,9.76,USD,,,,,2025-12-15T21:47:50.103113+00:00
abebooks,9781983422942,,"Chesterton, G. K.",11.35,,11.35,USD,,,,,2025-12-15T21:47:50.103113+00:00
abebooks,9781983422942,,"Chesterton, G. K.",16.21,,16.21,USD,,,,,2025-12-15T21:47:50.103113+00:00
abebooks,9781983422942,,"Chesterton, G. K.",17.1,,17.1,USD,,,,,2025-12-15T21:47:50.103113+00:00
abebooks,9781983422942,,"Chesterton, Gilbert K.",14.0,,14.0,USD,,,,,2025-12-15T21:47:50.103113+00:00
abebooks,9781983422942,,Gilbert K Chesterton,17.06,,17.06,USD,,,,,2025-12-15T21:47:50.103113+00:00
abebooks,9781983422942,,Gilbert K. Chesterton,19.94,,19.94,USD,,,,,2025-12-15T21:47:50.103113+00:00
abebooks,9780679451969,,"MacDonald, Ross",5.0,,5.0,USD,,,,,2025-12-15T21:47:51.371096+00:00
abebooks,9781859581827,,"Lang, Andrew",5.0,,5.0,USD,,,,,2025-12-15T21:47:53.335012+00:00
abebooks,9781859581827,,"Lang, Andrew",3.03,,3.03,USD,,,,,2025-12-15T21:47:53.335012+00:00
abebooks,9781859581827,,"Lang, Andrew",10.0,,10.0,USD,,,,,2025-12-15T21:47:53.335012+00:00
abebooks,9781859581827,,Andrew Lang,13.74,,13.74,USD,,,,,2025-12-15T21:47:53.335012+00:00
abebooks,9781859581827,,Andrew Lang,9.99,,9.99,USD,,,,,2025-12-15T21:47:53.335012+00:00
abebooks,9781859581827,,Andrew Lang,13.74,,13.74,USD,,,,,2025-12-15T21:47:53.335012+00:00
abebooks,9781859581827,,"Lang, Andrew",4.83,,4.83,USD,,,,,2025-12-15T21:47:53.335012+00:00
abebooks,9781859581827,,"LANG, Andrew",30.0,,30.0,USD,,,,,2025-12-15T21:47:53.335012+00:00
abebooks,9781859581827,,"Lang, A.",34.78,,34.78,USD,,,,,2025-12-15T21:47:53.335012+00:00
abebooks,9781859581827,,"Lang, Andrew",40.95,,40.95,USD,,,,,2025-12-15T21:47:53.335012+00:00
abebooks,9781859581827,,Andrew Lang.,58.15,,58.15,USD,,,,,2025-12-15T21:47:53.335012+00:00
abebooks,9781859581827,,"Lang, Andrew:",18.13,,18.13,USD,,,,,2025-12-15T21:47:53.335012+00:00
abebooks,9788493303648,,"Kahlo, Frida",33.12,,33.12,USD,,,,,2025-12-15T21:47:56.626908+00:00
abebooks,9783462029734,,"DeLillo, Don:",4.84,,4.84,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don:",7.25,,7.25,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,Don DeLillo,4.82,,4.82,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don:",9.07,,9.07,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don, Heibert, Frank",7.14,,7.14,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"Delillo, Don.",6.09,,6.09,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don",6.53,,6.53,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"Delillo, Don und Frank Heibert:",7.61,,7.61,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don",4.84,,4.84,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don:",4.84,,4.84,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don:",6.04,,6.04,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don und Frank Heibert:",8.43,,8.43,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don",9.55,,9.55,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,Don DeLillo,18.74,,18.74,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don:",7.25,,7.25,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don",19.34,,19.34,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don, Heibert, Frank",3.08,,3.08,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,Don DeLillo,18.74,,18.74,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,Don DeLillo,18.74,,18.74,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don und Frank Heibert:",18.74,,18.74,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don, Lillo, Don de",5.93,,5.93,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don, Lillo, Don de",6.31,,6.31,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,,"DeLillo, Don, Lillo, Don de",6.67,,6.67,USD,,,,,2025-12-15T21:48:04.583720+00:00
abebooks,9783462029734,Save 10%,Don DeLillo,10.33,,10.33,USD,,,,https://www.abebooks.com/K%C3%B6rperzeit-Don-DeLillo-Kiepenheuer-Witsch-GmbH/31844706774/bd,2025-12-15T21:48:04.583720+00:00
abebooks,9781987433531,,George Eliot,11.86,,11.86,USD,,,,,2025-12-15T21:48:05.959391+00:00
abebooks,9781987433531,,George Eliot,17.89,,17.89,USD,,,,,2025-12-15T21:48:05.959391+00:00
abebooks,9781976023705,,"Bronte, Charlotte",47.01,,47.01,USD,,,,,2025-12-15T21:48:34.856672+00:00
abebooks,9781600966477,,"Haggard, Sir H Rider",34.93,,34.93,USD,,,,,2025-12-15T21:48:50.585770+00:00
abebooks,9781368024068,,Rick Riordan,1.57,,1.57,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,6.05,,6.05,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,6.09,,6.09,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,6.09,,6.09,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,6.09,,6.09,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,6.47,,6.47,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,RICK RIORDAN,7.05,,7.05,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,RICK RIORDAN,7.05,,7.05,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,RICK RIORDAN,7.05,,7.05,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,7.16,,7.16,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,7.16,,7.16,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,7.16,,7.16,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,4.74,,4.74,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,5.0,,5.0,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,5.0,,5.0,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,9.01,,9.01,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,6.17,,6.17,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,"Riordan, Rick",12.0,,12.0,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,25.07,,25.07,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,27.23,,27.23,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,125.0,,125.0,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781368024068,,Rick Riordan,125.0,,125.0,USD,,,,,2025-12-15T21:49:23.914973+00:00
abebooks,9781529043280,,"Herriot, James",8.37,,8.37,USD,,,,,2025-12-15T21:49:28.660521+00:00
abebooks,9781529043280,,James Herriot,8.39,,8.39,USD,,,,,2025-12-15T21:49:28.660521+00:00
abebooks,9781529043280,,"Herriot, James",10.0,,10.0,USD,,,,,2025-12-15T21:49:28.660521+00:00
abebooks,9781529043280,,James Herriot,4.53,,4.53,USD,,,,,2025-12-15T21:49:28.660521+00:00
abebooks,9781529043280,,James Herriot,4.53,,4.53,USD,,,,,2025-12-15T21:49:28.660521+00:00
abebooks,9781529043280,,"Herriot, James",6.1,,6.1,USD,,,,,2025-12-15T21:49:28.660521+00:00
abebooks,9781529043280,,James Herriot,18.26,,18.26,USD,,,,,2025-12-15T21:49:28.660521+00:00
abebooks,9781529043280,,"Herriot, James",24.99,,24.99,USD,,,,,2025-12-15T21:49:28.660521+00:00
abebooks,9781529043280,,"Herriot, James",66.3,,66.3,USD,,,,,2025-12-15T21:49:28.660521+00:00
abebooks,9780060248840,,"Locker, Thomas ; Christiansen, Candace",6.47,,6.47,USD,,,,,2025-12-15T21:49:41.600142+00:00
abebooks,9780060248840,,"Locker, Thomas",6.47,,6.47,USD,,,,,2025-12-15T21:49:41.600142+00:00
abebooks,9780060248840,,"Locker, Thomas",6.47,,6.47,USD,,,,,2025-12-15T21:49:41.600142+00:00
abebooks,9780060248840,,Thomas Locker ; Candace Christiansen,11.18,,11.18,USD,,,,,2025-12-15T21:49:41.600142+00:00
abebooks,9780060248840,,Thomas Locker ; Candace Christiansen,11.18,,11.18,USD,,,,,2025-12-15T21:49:41.600142+00:00
abebooks,9780060248840,,Thomas Locker ; Candace Christiansen,11.18,,11.18,USD,,,,,2025-12-15T21:49:41.600142+00:00
abebooks,9780060248840,,"Locker, Thomas ; Christiansen, Candace",8.2,,8.2,USD,,,,,2025-12-15T21:49:41.600142+00:00
abebooks,9780393966275,,"Keeton, William T, and Gould, James L",82.65,,82.65,USD,,,,,2025-12-15T21:49:59.118923+00:00
abebooks,9783775716161,,"Hirsch, Vanessa,Worm, Thomas",21.68,,21.68,USD,,,,,2025-12-15T21:50:15.644315+00:00
abebooks,9783775716161,,"Hirsch, Vanessa ; Worm, Thomas",30.0,,30.0,USD,,,,,2025-12-15T21:50:15.644315+00:00
abebooks,9783775716161,,"Eliasson, Olafur",21.76,,21.76,USD,,,,,2025-12-15T21:50:15.644315+00:00
abebooks,9783775716161,,[Olafur Eliasson] Astrid Jentsch (editor),45.0,,45.0,USD,,,,,2025-12-15T21:50:15.644315+00:00
abebooks,9783775716161,,"Hirsch, Vanessa ; Worm, Thomas",11.75,,11.75,USD,,,,,2025-12-15T21:50:15.644315+00:00
abebooks,9783775716161,,"Worm, Thomas und Friedrich Meschede:",18.74,,18.74,USD,,,,,2025-12-15T21:50:15.644315+00:00
abebooks,9782809803464,,"James Patterson, Martin Dugard et Maryline Beury",3.63,,3.63,USD,,,,,2025-12-15T21:50:29.833321+00:00
abebooks,9782809803464,,"James Patterson, Martin Dugard et Maryline Beury",3.63,,3.63,USD,,,,,2025-12-15T21:50:29.833321+00:00
abebooks,9782809803464,,"James Patterson, Martin Dugard et Maryline Beury",3.63,,3.63,USD,,,,,2025-12-15T21:50:29.833321+00:00
abebooks,9782809803464,,"James Patterson, Martin Dugard et Maryline Beury",3.63,,3.63,USD,,,,,2025-12-15T21:50:29.833321+00:00
abebooks,9782809803464,,"Patterson, James ; Dugard, Martin",5.41,,5.41,USD,,,,,2025-12-15T21:50:29.833321+00:00
abebooks,9782809803464,,"Patterson, James ; Dugard, Martin",6.04,,6.04,USD,,,,,2025-12-15T21:50:29.833321+00:00
abebooks,9782809803464,,James Patterson,7.84,,7.84,USD,,,,,2025-12-15T21:50:29.833321+00:00
abebooks,9782809803464,,"James Patterson, Martin Dugard",7.89,,7.89,USD,,,,,2025-12-15T21:50:29.833321+00:00
abebooks,9781796911848,Save 10%,Leo Tolstoy,14.81,,14.81,USD,,,,https://www.abebooks.com/Childhood-Leo-Tolstoy-INDEPENDENTLY-PUBLISHED/31841977250/bd,2025-12-15T21:52:23.034527+00:00
